324, 290.60
324, 290.60
324, 290.60
324, 290.60
323, 288.16
324, 290.60
323, 288.16
323, 288.16
323, 288.16
324, 290.60
324, 290.60
324, 290.60
324, 290.60
324, 290.60
325, 293.04
325, 293.04
340, 329.67
340, 329.67
354, 363.86
358, 373.63
366, 393.16
371, 405.37
373, 410.26
375, 415.14
375, 415.14
375, 415.14
375, 415.14
375, 415.14
375, 415.14
375, 415.14
374, 412.70
375, 415.14
376, 417.58
377, 420.02
377, 420.02
377, 420.02
377, 420.02
376, 417.58
377, 420.02
376, 417.58
375, 415.14
375, 415.14
375, 415.14
374, 412.70
374, 412.70
375, 415.14
375, 415.14
378, 422.47
391, 454.21
392, 456.65
401, 478.63
406, 490.84
408, 495.73
411, 503.05
410, 500.61
410, 500.61
409, 498.17
410, 500.61
410, 500.61
412, 505.49
408, 495.73
409, 498.17
408, 495.73
409, 498.17
408, 495.73
408, 495.73
408, 495.73
408, 495.73
408, 495.73
408, 495.73
409, 498.17
409, 498.17
410, 500.61
409, 498.17
409, 498.17
409, 498.17
420, 525.03
426, 539.68
439, 571.43
447, 590.96
454, 608.06
459, 620.27
460, 622.71
460, 622.71
459, 620.27
460, 622.71
460, 622.71
460, 622.71
459, 620.27
459, 620.27
459, 620.27
458, 617.83
459, 620.27
459, 620.27
459, 620.27
459, 620.27
460, 622.71
459, 620.27
460, 622.71
459, 620.27
459, 620.27
460, 622.71
460, 622.71
460, 622.71
461, 625.15
461, 625.15
461, 625.15
474, 656.90
478, 666.67
483, 678.88
491, 698.41
493, 703.30
493, 703.30
493, 703.30
493, 703.30
494, 705.74
494, 705.74
494, 705.74
494, 705.74
494, 705.74
495, 708.18
493, 703.30
493, 703.30
493, 703.30
492, 700.85
493, 703.30
493, 703.30
494, 705.74
494, 705.74
494, 705.74
494, 705.74
508, 739.93
514, 754.58
517, 761.90
527, 786.32
526, 783.88
534, 803.42
541, 820.51
542, 822.95
542, 822.95
544, 827.84
545, 830.28
544, 827.84
544, 827.84
544, 827.84
544, 827.84
543, 825.40
542, 822.95
542, 822.95
541, 820.51
542, 822.95
543, 825.40
543, 825.40
544, 827.84
545, 830.28
544, 827.84
543, 825.40
544, 827.84
543, 825.40
542, 822.95
541, 820.51
542, 822.95
548, 837.61
554, 852.26
562, 871.79
567, 884.00
572, 896.21
574, 901.10
577, 908.42
578, 910.87
577, 908.42
577, 908.42
576, 905.98
577, 908.42
576, 905.98
576, 905.98
576, 905.98
577, 908.42
577, 908.42
577, 908.42
577, 908.42
577, 908.42
576, 905.98
575, 903.54
575, 903.54
575, 903.54
575, 903.54
575, 903.54
576, 905.98
577, 908.42
581, 918.19
582, 920.63
590, 940.17
592, 945.05
592, 945.05
590, 940.17
592, 945.05
591, 942.61
592, 945.05
591, 942.61
592, 945.05
592, 945.05
593, 947.50
593, 947.50
594, 949.94
593, 947.50
593, 947.50
594, 949.94
601, 967.03
600, 964.59
589, 937.73
589, 937.73
591, 942.61
591, 942.61
591, 942.61
591, 942.61
592, 945.05
593, 947.50
593, 947.50
593, 947.50
592, 945.05
592, 945.05
591, 942.61
587, 932.84
586, 930.40
586, 930.40
587, 932.84
592, 945.05
592, 945.05
592, 945.05
594, 949.94
593, 947.50
594, 949.94
594, 949.94
593, 947.50
593, 947.50
592, 945.05
592, 945.05
592, 945.05
592, 945.05
593, 947.50
593, 947.50
594, 949.94
593, 947.50
593, 947.50
593, 947.50
592, 945.05
592, 945.05
593, 947.50
593, 947.50
592, 945.05
593, 947.50
603, 971.92
609, 986.57
611, 991.45
611, 991.45
610, 989.01
609, 986.57
610, 989.01
609, 986.57
611, 991.45
612, 993.89
612, 993.89
611, 991.45
611, 991.45
610, 989.01
609, 986.57
609, 986.57
609, 986.57
610, 989.01
610, 989.01
611, 991.45
611, 991.45
611, 991.45
611, 991.45
611, 991.45
609, 986.57
609, 986.57
609, 986.57
610, 989.01
618, 1008.55
624, 1023.20
627, 1030.52
629, 1035.41
626, 1028.08
627, 1030.52
626, 1028.08
625, 1025.64
624, 1023.20
625, 1025.64
624, 1023.20
625, 1025.64
625, 1025.64
625, 1025.64
627, 1030.52
626, 1028.08
626, 1028.08
626, 1028.08
625, 1025.64
625, 1025.64
624, 1023.20
624, 1023.20
624, 1023.20
624, 1023.20
626, 1028.08
626, 1028.08
626, 1028.08
626, 1028.08
625, 1025.64
625, 1025.64
624, 1023.20
624, 1023.20
624, 1023.20
624, 1023.20
624, 1023.20
613, 996.34
611, 991.45
603, 971.92
591, 942.61
579, 913.31
567, 884.00
552, 847.37
545, 830.28
545, 830.28
545, 830.28
546, 832.72
546, 832.72
546, 832.72
546, 832.72
545, 830.28
544, 827.84
544, 827.84
543, 825.40
543, 825.40
543, 825.40
547, 835.16
547, 835.16
546, 832.72
546, 832.72
542, 822.95
542, 822.95
541, 820.51
544, 827.84
543, 825.40
542, 822.95
542, 822.95
542, 822.95
542, 822.95
542, 822.95
543, 825.40
543, 825.40
543, 825.40
543, 825.40
543, 825.40
540, 818.07
532, 798.53
521, 771.67
506, 735.04
492, 700.85
469, 644.69
458, 617.83
458, 617.83
458, 617.83
457, 615.38
458, 617.83
458, 617.83
458, 617.83
458, 617.83
460, 622.71
461, 625.15
461, 625.15
460, 622.71
465, 634.92
458, 617.83
457, 615.38
457, 615.38
458, 617.83
458, 617.83
458, 617.83
458, 617.83
458, 617.83
457, 615.38
457, 615.38
456, 612.94
457, 615.38
457, 615.38
457, 615.38
457, 615.38
457, 615.38
442, 578.75
416, 515.26
395, 463.98
378, 422.47
376, 417.58
375, 415.14
373, 410.26
372, 407.81
373, 410.26
374, 412.70
375, 415.14
376, 417.58
374, 412.70
374, 412.70
374, 412.70
373, 410.26
374, 412.70
373, 410.26
373, 410.26
373, 410.26
373, 410.26
373, 410.26
373, 410.26
360, 378.51
345, 341.88
334, 315.02
322, 285.71
312, 261.29
303, 239.32
295, 219.78
288, 202.69
281, 185.59
277, 175.82
286, 197.80
289, 205.13
290, 207.57
289, 205.13
289, 205.13
292, 212.45
291, 210.01
291, 210.01
293, 214.90
295, 219.78
291, 210.01
291, 210.01
292, 212.45
291, 210.01
292, 212.45
291, 210.01
291, 210.01
290, 207.57
291, 210.01
292, 212.45
291, 210.01
292, 212.45
292, 212.45
291, 210.01
292, 212.45
292, 212.45
292, 212.45
292, 212.45
291, 210.01
295, 219.78
298, 227.11
301, 234.43
304, 241.76
304, 241.76
239, 83.03
211, 14.65
206, 2.44
207, 4.88
205, 0.00
206, 2.44
206, 2.44
206, 2.44
